Primary_Sponsor,Direct_Sponsors,Project_Wbs_Id,G_C,Profit_Center_Id,Sponsor_Contract_Number,Supervisor,Project_W,Project_Wbs Expiration_D,Fytd_Amount,Auth_Total,Unexpended_Balance
,,6915674,C,P417000,"W911NF-07-D-0004, T.O. 3",Soljacic /Marin,08/01/12,12/31/12,0,48427,0
,,6915675,C,P417000,"W911NF-07-D-0004, T.O. 3",Fink /Yoel,08/01/12,02/07/13,0,54617,0
,,6915676,C,P417000,"W911NF-07-D-0004, T.O. 3",Joannopoulos /John,08/01/12,02/07/13,0,37366,0
,,6915677,C,P417000,"W911NF-07-D-0004, T.O. 3",Johnson /Steven G,08/01/12,12/31/12,0,22136,0
,,6915678,C,P417000,"W911NF-07-D-0004, T.O. 3",Bulovic /Vladimir,08/01/12,02/07/13,0,33856,0
,,6915679,C,P417000,"W911NF-07-D-0004, T.O. 3",Johnson /Steven G,08/01/12,12/31/12,0,3308,0
,,6915680,C,P417000,"W911NF-07-D-0004, T.O. 3",Soljacic /Marin,08/01/12,12/31/12,0,30242,0
,,6915681,C,P417000,"W911NF-07-D-0004, T.O. 4",Hammond /Paula T,08/01/12,02/07/13,0,32194,0
,,6915682,C,P417000,"W911NF-07-D-0004, T.O. 4",Irvine /Darrell J,08/01/12,12/31/12,0,9281,0
,,6915683,C,P417000,"W911NF-07-D-0004, T.O. 4",Love /John C,08/01/12,02/07/13,0,30289,0
,,6915684,C,P417000,"W911NF-07-D-0004, T.O. 4",Alexander-Katz /Alfredo,08/01/12,02/07/13,0,34572,0
,,6915685,C,P417000,"W911NF-07-D-0004, T.O. 4",Elman /Noel M,08/01/12,02/07/13,0,71752,0
,,6915688,C,P417000,"W911NF-07-D-0004, T.O. 4",Khademhosseini /Alireza,08/01/12,02/07/13,0,39902,0
,,6915689,C,P417000,"W911NF-07-D-0004, T.O. 4",McKinley /Gareth H,08/01/12,12/31/12,0,4251,0
,,6915690,C,P417000,"W911NF-07-D-0004, T.O. 4",Olsen /Bradley D.,08/01/12,02/07/13,0,26163,0
,,6915691,C,P417000,"W911NF-07-D-0004, T.O. 4",Hammond /Paula T,08/01/12,02/07/13,0,55290,0
,,6915692,C,P417000,"W911NF-07-D-0004, T.O. 4",Anderson /Daniel Griffith,08/01/12,12/31/12,0,20668,0
,,6915693,C,P417000,"W911NF-07-D-0004, T.O. 4",Cima /Michael J,08/01/12,02/07/13,0,43957,0
,,6915694,C,P417000,"W911NF-07-D-0004, T.O. 4",Graybiel /Ann M,08/01/12,12/31/12,0,41671,0
,,6915695,C,P417000,"W911NF-07-D-0004, T.O. 4",Langer /Robert S,08/01/12,12/31/12,0,20922,0
,,6915696,C,P417000,"W911NF-07-D-0004, T.O. 4",Irvine /Darrell J,08/01/12,02/07/13,0,45961,0
,,6915697,C,P417000,"W911NF-07-D-0004, T.O. 4",Lu /Timothy K,08/01/12,02/07/13,0,41088,0
,,6915698,C,P417000,"W911NF-07-D-0004, T.O. 5",Boyce /Mary Cunningham,08/01/12,02/07/13,0,38265,0
,,6915699,C,P417000,"W911NF-07-D-0004, T.O. 5",Schuh /Christopher A,08/01/12,02/07/13,0,150492,0
,,6921749,C,P417000,"W911NF-07-D-0004, T.O. 3",Strano /Michael S.,05/01/07,07/31/12,0,379972,0
,,6921750,C,P417000,"W911NF-07-D-0004, T.O. 7",Palacios /Tomas,05/01/07,07/31/12,0,395564,0
,,6926251,C,P417000,"W911NF-07-D-0004, T.O. 5",Gabrieli /John D. E.,08/01/12,12/31/12,0,32612,0
,,6926253,C,P417000,"W911NF-07-D-0004, T.O. 5",Radovitzky /Raul A,08/01/12,02/07/13,0,12997,0
,,6926254,C,P417000,"W911NF-07-D-0004, T.O. 5",Socrate /Simona,08/01/12,02/07/13,0,18605,0
,,6926255,C,P417000,"W911NF-07-D-0004, T.O. 5",Johnson /Steven G,08/01/12,12/31/12,0,624,0
,,6926256,C,P417000,"W911NF-07-D-0004, T.O. 5",Radovitzky /Raul A,08/01/12,02/07/13,0,61023,0
,,6926257,C,P417000,"W911NF-07-D-0004, T.O. 5",Socrate /Simona,08/01/12,02/07/13,0,18563,0
,,6926258,C,P417000,"W911NF-07-D-0004, T.O. 5",Nelson /Keith Adam,08/01/12,02/07/13,0,31877,0
,,6926259,C,P417000,"W911NF-07-D-0004, T.O. 5",Olsen /Bradley D.,08/01/12,02/07/13,0,46368,0
,,6926260,C,P417000,"W911NF-07-D-0004, T.O. 5",Radovitzky /Raul A,08/01/12,02/07/13,0,42552,0
,,6926261,C,P417000,"W911NF-07-D-0004, T.O. 5",Van Vliet /Krystyn J,08/01/12,02/07/13,0,34202,0
,,6926262,C,P417000,"W911NF-07-D-0004, T.O. 5",Nelson /Keith Adam,08/01/12,02/07/13,0,31360,0
,,6926263,C,P417000,"W911NF-07-D-0004, T.O. 5",Radovitzky /Raul A,08/01/12,02/07/13,0,35302,0
,,6926264,C,P417000,"W911NF-07-D-0004, T.O. 5",Socrate /Simona,08/01/12,02/07/13,0,18563,0
,,6926265,C,P417000,"W911NF-07-D-0004, T.O. 5",Buehler /Markus J,08/01/12,03/31/13,0,30786,0
,,6926266,C,P417000,"W911NF-07-D-0004, T.O. 5",Radovitzky /Raul A,08/01/12,02/07/13,0,60355,0
,,6926267,C,P417000,"W911NF-07-D-0004, T.O. 5",Radovitzky /Raul A,08/01/12,02/07/13,0,51232,0
,,6926268,C,P417000,"W911NF-07-D-0004, T.O. 5",Socrate /Simona,08/01/12,12/31/12,0,15846,0
,,6926269,C,P417000,"W911NF-07-D-0004, T.O. 5",Boyce /Mary Cunningham,08/01/12,02/07/13,0,20223,0
,,6926270,C,P417000,"W911NF-07-D-0004, T.O. 5",Ortiz /Christine,08/01/12,12/31/12,0,32702,0
,,6926271,C,P417000,"W911NF-07-D-0004, T.O. 5",Oxman /Neri,08/01/12,02/07/13,0,32533,0
,,6926272,C,P417000,"W911NF-07-D-0004, T.O. 5",Strano /Michael S.,08/01/12,02/07/13,0,68555,0
,,6926273,C,P417000,"W911NF-07-D-0004, T.O. 5",Wardle /Brian L,08/01/12,02/07/13,0,9514,0
,,6926274,C,P417000,"W911NF-07-D-0004, T.O. 6",Kong /Jing,08/01/12,02/28/13,0,25545,0
,,6926275,C,P417000,"W911NF-07-D-0004, T.O. 6",Palacios /Tomas,08/01/12,02/07/13,0,50296,0
,,6926276,C,P417000,"W911NF-07-D-0004, T.O. 6",Jensen /Klavs F,08/01/12,02/07/13,0,7305,0
,,6926277,C,P417000,"W911NF-07-D-0004, T.O. 6",Strano /Michael S.,08/01/12,02/07/13,0,54762,0
,,6926278,C,P417000,"W911NF-07-D-0004, T.O. 6",Swager /Timothy M,08/01/12,02/07/13,0,36448,0
,,6926279,C,P417000,"W911NF-07-D-0004, T.O. 6",Baldo /Marc A,08/01/12,12/31/12,0,22500,0
,,6926280,C,P417000,"W911NF-07-D-0004, T.O. 6",Swager /Timothy M,08/01/12,02/28/13,0,41894,0
,,6926281,C,P417000,"W911NF-07-D-0004, T.O. 6",Watts /Michael,08/01/12,12/31/12,0,39528,0
,,6926282,C,P417000,"W911NF-07-D-0004, T.O. 6",Strano /Michael S.,08/01/12,02/07/13,0,53545,0
,,6926283,C,P417000,"W911NF-07-D-0004, T.O. 6",Bawendi /Moungi G,08/01/12,02/07/13,0,47083,0
,,6926285,C,P417000,"W911NF-07-D-0004, T.O. 7",Fink /Yoel,08/01/12,02/07/13,0,53272,0
,,6926286,C,P417000,"W911NF-07-D-0004, T.O. 7",Joannopoulos /John,08/01/12,02/07/13,0,41287,0
,,6926287,C,P417000,"W911NF-07-D-0004, T.O. 7",Fink /Yoel,08/01/12,02/07/13,0,78727,0
,,6926288,C,P417000,"W911NF-07-D-0004, T.O. 7",Joannopoulos /John,08/01/12,02/07/13,0,32730,0
,,6926289,C,P417000,"W911NF-07-D-0004, T.O. 7",Joannopoulos /John,08/01/12,12/31/12,0,33995,0
,,6926290,C,P417000,"W911NF-07-D-0004, T.O. 7",Johnson /Steven G,08/01/12,02/07/13,0,6469,0
,,6926291,C,P417000,"W911NF-07-D-0004, T.O. 7",Soljacic /Marin,08/01/12,02/07/13,0,29062,0
,,6926292,C,P417000,"W911NF-07-D-0004, T.O. 7",Bawendi /Moungi G,08/01/12,02/07/13,0,33762,0
,,6926293,C,P417000,"W911NF-07-D-0004, T.O. 7",Raskar /Ramesh,08/01/12,03/31/13,0,31251,0
,,6926294,C,P417000,"W911NF-07-D-0004, T.O. 7",Celanovic /Ivan L.,08/01/12,02/07/13,0,48034,0
,,6926295,C,P417000,"W911NF-07-D-0004, T.O. 7",Fisher /Peter H,08/01/12,12/31/12,0,34467,0
,,6926296,C,P417000,"W911NF-07-D-0004, T.O. 7",Joannopoulos /John,08/01/12,12/31/12,0,25367,0
,,6926297,C,P417000,"W911NF-07-D-0004, T.O. 7",Soljacic /Marin,08/01/12,02/07/13,0,36760,0
,,6926468,C,P417000,"W911NF-07-D-0004, T.O. 5",Fang /Xuanlai,08/01/12,12/31/12,0,36079,0
,,6926469,C,P417000,"W911NF-07-D-0004, T.O. 5",Kooi /Steven E,08/01/12,02/07/13,0,20253,0
,,6926470,C,P417000,"W911NF-07-D-0004, T.O. 5",Swager /Timothy M,08/01/12,12/31/12,0,35147,0
,,6927260,C,P417000,W911NF-13-D-0001,Joannopoulos /John,01/01/13,12/31/17,0,1171,1171
,,6927265,C,P417000,W911NF-13-D-0001,Joannopoulos /John,01/01/13,12/31/16,0,5676,5676
,,6927266,C,P417000,"W911NF-13-D-0001, T.O. 1",Joannopoulos /John,02/08/13,12/31/17,112785,594754,163421
,,6927267,C,P417000,"W911NF-13-D-0001, T.O. 2",Joannopoulos /John,02/08/13,12/31/17,1304180,6221782,23890
,,6927268,C,P417000,"W911NF-13-D-0001, T.O. 3",Joannopoulos /John,02/08/13,12/31/17,0,601618,601618
,,6927269,C,P417000,"W911NF-13-D-0001, T.O. 4",Joannopoulos /John,02/08/13,12/31/17,72,304711,304639
,,6927270,C,P417000,"W911NF-13-D-0001, T.O. 5",Joannopoulos /John,02/08/13,12/31/17,0,252253,252253
,,6927271,C,P417000,"W911NF-13-D-0001, T.O. 6",Joannopoulos /John,02/08/13,12/31/16,0,0,0
,,6927272,C,P417000,"W911NF-13-D-0001, T.O. 7",Joannopoulos /John,02/08/13,12/31/16,0,0,0
,,6927273,C,P417000,"W911NF-13-D-0001, T.O. 8",Joannopoulos /John,02/20/13,12/31/17,6692,21000,-138
,,6927274,C,P417000,"W911NF-13-D-0001, T.O. 9",Joannopoulos /John,06/26/13,12/31/17,0,0,0
,,6927275,C,P417000,"W911NF-13-D-0001, T.O. 1",Joannopoulos /John,01/01/13,12/31/17,351018,1514110,-46656
,,6927276,C,P417000,"W911NF-13-D-0001, T.O. 1",Joannopoulos /John,01/01/13,12/31/17,256180,910821,-153760
,,6927277,C,P417000,"W911NF-13-D-0001, T.O. 3",Bawendi /Moungi G,02/08/13,12/31/17,120017,508834,-29464
,,6927278,C,P417000,"W911NF-13-D-0001, T.O. 3",Bulovic /Vladimir,02/08/13,12/31/17,92091,311625,-39883
,,6927279,C,P417000,"W911NF-13-D-0001, T.O. 3",Jensen /Klavs F,02/08/13,12/31/14,0,151176,0
,,6927280,C,P417000,"W911NF-13-D-0001, T.O. 3",Kastner /Marc A,02/08/13,02/07/14,0,33098,0
,,6927281,C,P417000,"W911NF-13-D-0001, T.O. 3",Palacios /Tomas,02/08/13,12/31/17,178343,371625,-112668
,,6927282,C,P417000,"W911NF-13-D-0001, T.O. 3",Soljacic /Marin,02/08/13,12/31/17,314718,340213,-134367
,,6927283,C,P417000,"W911NF-13-D-0001, T.O. 3",Boyce /Mary Cunningham,02/08/13,03/31/14,0,39569,0
,,6927284,C,P417000,"W911NF-13-D-0001, T.O. 3",Gleason /Karen K,02/08/13,12/31/14,0,170554,0
,,6927285,C,P417000,"W911NF-13-D-0001, T.O. 3",Varanasi /Kripa,02/08/13,12/31/14,0,170181,0
,,6927286,C,P417000,"W911NF-13-D-0001, T.O. 3",Gleason /Karen K,02/08/13,12/31/14,0,142707,0
,,6927287,C,P417000,"W911NF-13-D-0001, T.O. 3",Joannopoulos /John,02/08/13,01/31/15,0,133419,0
,,6927288,C,P417000,"W911NF-13-D-0001, T.O. 3",Soljacic /Marin,02/08/13,12/31/15,0,97208,0
,,6927289,C,P417000,"W911NF-13-D-0001, T.O. 3",Fink /Yoel,02/08/13,12/31/15,0,185605,0
,,6927290,C,P417000,"W911NF-13-D-0001, T.O. 3",Joannopoulos /John,02/08/13,12/31/15,0,87906,0
,,6927291,C,P417000,"W911NF-13-D-0001, T.O. 3",Johnson /Steven G,02/08/13,12/31/15,0,164535,0
,,6927292,C,P417000,"W911NF-13-D-0001, T.O. 3",Bulovic /Vladimir,02/08/13,12/31/14,0,141368,0
,,6927293,C,P417000,"W911NF-13-D-0001, T.O. 3",Johnson /Steven G,02/08/13,12/31/17,57411,327185,20093
,,6927294,C,P417000,"W911NF-13-D-0001, T.O. 3",Soljacic /Marin,02/08/13,12/31/17,153087,357402,-12842
,,6927295,C,P417000,"W911NF-13-D-0001, T.O. 4",Hammond /Paula T,02/08/13,12/31/17,129529,209781,-20905
,,6927296,C,P417000,"W911NF-13-D-0001, T.O. 4",Irvine /Darrell J,02/08/13,12/31/17,85797,289782,-22503
,,6927297,C,P417000,"W911NF-13-D-0001, T.O. 4",Love /John C,02/08/13,12/31/17,98161,360501,-29482
,,6927298,C,P417000,"W911NF-13-D-0001, T.O. 4",Alexander-Katz /Alfredo,02/08/13,12/31/14,0,99343,0
,,6927299,C,P417000,"W911NF-13-D-0001, T.O. 4",Elman /Noel M,02/08/13,12/31/15,0,430831,0
,,6927300,C,P417000,"W911NF-13-D-0001, T.O. 4",Khademhosseini /Alireza,02/08/13,12/31/17,21679,241625,-26842
,,6927301,C,P417000,"W911NF-13-D-0001, T.O. 4",McKinley /Gareth H,02/08/13,12/31/14,0,66419,0
,,6927302,C,P417000,"W911NF-13-D-0001, T.O. 4",Olsen /Bradley D.,02/08/13,12/31/17,144490,426831,4424
,,6927303,C,P417000,"W911NF-13-D-0001, T.O. 4",Hammond /Paula T,02/08/13,12/31/17,181628,755064,-76891
,,6927304,C,P417000,"W911NF-13-D-0001, T.O. 4",Anderson /Daniel Griffith,02/08/13,12/31/15,0,93716,0
,,6927305,C,P417000,"W911NF-13-D-0001, T.O. 4",Cima /Michael J,02/08/13,12/31/14,0,197947,0
,,6927306,C,P417000,"W911NF-13-D-0001, T.O. 4",Graybiel /Ann M,02/08/13,12/31/14,0,193738,0
,,6927307,C,P417000,"W911NF-13-D-0001, T.O. 4",Langer /Robert S,02/08/13,12/31/14,0,74543,0
,,6927308,C,P417000,"W911NF-13-D-0001, T.O. 4",Irvine /Darrell J,02/08/13,12/31/17,104443,393834,-43039
,,6927309,C,P417000,"W911NF-13-D-0001, T.O. 4",Lu /Timothy K,02/08/13,12/31/17,78517,393834,-493
,,6927310,C,P417000,"W911NF-13-D-0001, T.O. 5",Boyce /Mary Cunningham,02/08/13,03/31/14,0,71394,0
,,6927311,C,P417000,"W911NF-13-D-0001, T.O. 5",Fang /Xuanlai,02/08/13,12/31/14,0,158078,0
,,6927312,C,P417000,"W911NF-13-D-0001, T.O. 5",Kooi /Steven E,02/08/13,12/31/14,0,107823,0
,,6927313,C,P417000,"W911NF-13-D-0001, T.O. 5",Swager /Timothy M,02/08/13,04/30/15,0,149201,0
,,6927314,C,P417000,"W911NF-13-D-0001, T.O. 5",Schuh /Christopher A,02/08/13,12/31/17,254211,1138264,-31086
,,6927315,C,P417000,"W911NF-13-D-0001, T.O. 5",Gabrieli /John D. E.,02/08/13,12/31/17,66668,326625,26991
,,6927316,C,P417000,"W911NF-13-D-0001, T.O. 5",Kanwisher /Nancy,02/08/13,12/31/14,0,143183,0
,,6927317,C,P417000,"W911NF-13-D-0001, T.O. 5",Radovitzky /Raul A,02/08/13,12/31/17,168453,462340,-35938
,,6927318,C,P417000,"W911NF-13-D-0001, T.O. 5",Socrate /Simona,02/08/13,12/31/15,0,90094,0
,,6927319,C,P417000,"W911NF-13-D-0001, T.O. 5",Johnson /Steven G,02/08/13,12/31/15,0,196868,0
,,6927320,C,P417000,"W911NF-13-D-0001, T.O. 5",Radovitzky /Raul A,02/08/13,12/31/15,0,265264,0
,,6927321,C,P417000,"W911NF-13-D-0001, T.O. 5",Socrate /Simona,02/08/13,12/31/14,0,73496,0
,,6927322,C,P417000,"W911NF-13-D-0001, T.O. 5",Nelson /Keith Adam,02/08/13,12/31/17,112065,279417,-57265
,,6927323,C,P417000,"W911NF-13-D-0001, T.O. 5",Olsen /Bradley D.,02/08/13,12/31/17,117823,348834,-25587
,,6927324,C,P417000,"W911NF-13-D-0001, T.O. 5",Radovitzky /Raul A,02/08/13,12/31/16,0,150407,0
,,6927325,C,P417000,"W911NF-13-D-0001, T.O. 5",Van Vliet /Krystyn J,02/08/13,12/31/17,76753,414211,-70477
,,6927326,C,P417000,"W911NF-13-D-0001, T.O. 5",Nelson /Keith Adam,02/08/13,12/31/14,0,92898,0
,,6927327,C,P417000,"W911NF-13-D-0001, T.O. 5",Radovitzky /Raul A,02/08/13,12/31/14,0,87734,0
,,6927328,C,P417000,"W911NF-13-D-0001, T.O. 5",Socrate /Simona,02/08/13,12/31/14,0,139130,0
,,6927329,C,P417000,"W911NF-13-D-0001, T.O. 5",Buehler /Markus J,02/08/13,01/31/15,0,141178,0
,,6927330,C,P417000,"W911NF-13-D-0001, T.O. 5",Radovitzky /Raul A,02/08/13,12/31/15,0,390298,0
,,6927331,C,P417000,"W911NF-13-D-0001, T.O. 5",Radovitzky /Raul A,02/08/13,12/31/14,0,153814,0
,,6927332,C,P417000,"W911NF-13-D-0001, T.O. 5",Socrate /Simona,02/08/13,12/31/14,0,54539,0
,,6927333,C,P417000,"W911NF-13-D-0001, T.O. 5",Boyce /Mary Cunningham,02/08/13,05/31/14,0,65342,0
,,6927334,C,P417000,"W911NF-13-D-0001, T.O. 5",Ortiz /Christine,02/08/13,12/31/14,0,148522,0
,,6927335,C,P417000,"W911NF-13-D-0001, T.O. 5",Oxman /Neri,02/08/13,02/28/15,0,142675,0
,,6927336,C,P417000,"W911NF-13-D-0001, T.O. 5",Strano /Michael S.,02/08/13,12/31/17,117261,438834,-47512
,,6927337,C,P417000,"W911NF-13-D-0001, T.O. 5",Wardle /Brian L,02/08/13,12/31/17,25240,229417,-26854
,,6927338,C,P417000,"W911NF-13-D-0001, T.O. 6",Kong /Jing,02/08/13,12/31/14,0,115199,0
,,6927339,C,P417000,"W911NF-13-D-0001, T.O. 6",Palacios /Tomas,02/08/13,12/31/14,0,180750,0
,,6927340,C,P417000,"W911NF-13-D-0001, T.O. 6",Jensen /Klavs F,02/08/13,12/31/14,0,143419,0
,,6927341,C,P417000,"W911NF-13-D-0001, T.O. 6",Strano /Michael S.,02/08/13,12/31/14,0,146928,0
,,6927342,C,P417000,"W911NF-13-D-0001, T.O. 6",Swager /Timothy M,02/08/13,12/31/15,0,242327,0
,,6927343,C,P417000,"W911NF-13-D-0001, T.O. 6",Baldo /Marc A,02/08/13,12/31/14,0,187284,0
,,6927344,C,P417000,"W911NF-13-D-0001, T.O. 6",Swager /Timothy M,02/08/13,12/31/14,0,188713,0
,,6927345,C,P417000,"W911NF-13-D-0001, T.O. 6",Watts /Michael,02/08/13,12/31/14,0,184586,0
,,6927346,C,P417000,"W911NF-13-D-0001, T.O. 6",Strano /Michael S.,02/08/13,12/31/15,0,262733,0
,,6927347,C,P417000,"W911NF-13-D-0001, T.O. 6",Bawendi /Moungi G,02/08/13,12/31/15,0,335183,0
,,6927348,C,P417000,"W911NF-13-D-0001, T.O. 7",Fink /Yoel,02/08/13,12/31/15,0,342938,0
,,6927349,C,P417000,"W911NF-13-D-0001, T.O. 7",Joannopoulos /John,02/08/13,12/31/15,0,269495,0
,,6927350,C,P417000,"W911NF-13-D-0001, T.O. 7",Fink /Yoel,02/08/13,12/31/15,0,407745,0
,,6927351,C,P417000,"W911NF-13-D-0001, T.O. 7",Joannopoulos /John,02/08/13,12/31/15,0,283404,0
,,6927352,C,P417000,"W911NF-13-D-0001, T.O. 7",Joannopoulos /John,02/08/13,12/31/15,0,219988,0
,,6927353,C,P417000,"W911NF-13-D-0001, T.O. 7",Johnson /Steven G,02/08/13,12/31/15,0,199234,0
,,6927354,C,P417000,"W911NF-13-D-0001, T.O. 7",Soljacic /Marin,02/08/13,03/31/16,0,185832,0
,,6927355,C,P417000,"W911NF-13-D-0001, T.O. 7",Bawendi /Moungi G,02/08/13,12/31/15,0,214010,0
,,6927356,C,P417000,"W911NF-13-D-0001, T.O. 7",Raskar /Ramesh,02/08/13,12/31/15,0,211628,0
,,6927357,C,P417000,"W911NF-13-D-0001, T.O. 7",Celanovic /Ivan L.,02/08/13,12/31/15,0,259546,0
,,6927358,C,P417000,"W911NF-13-D-0001, T.O. 7",Fisher /Peter H,02/08/13,12/31/15,0,223139,0
,,6927359,C,P417000,"W911NF-13-D-0001, T.O. 7",Joannopoulos /John,02/08/13,12/31/15,0,198911,0
,,6927360,C,P417000,"W911NF-13-D-0001, T.O. 7",Soljacic /Marin,02/08/13,12/31/15,0,199924,0
,,6927362,C,P417000,"W911NF-13-D-0001, T.O. 8",Hammond /Paula T,02/20/13,12/31/16,57721,299383,19
,,6927363,C,P417000,"W911NF-13-D-0001, T.O. 8",Cima /Michael J,02/20/13,09/30/15,-6975,394447,0
,,6927364,C,P417000,"W911NF-13-D-0001, T.O. 8",Cima /Michael J,02/20/13,12/31/15,-1034,453361,0
,,6927365,C,P417000,"W911NF-13-D-0001, T.O. 8",Irvine /Darrell J,02/20/13,12/31/15,0,299672,0
,,6927366,C,P417000,"W911NF-13-D-0001, T.O. 8",Fink /Yoel,02/20/13,03/31/16,0,535584,0
,,6927367,C,P417000,"W911NF-13-D-0001, T.O. 9",Joannopoulos /John,06/26/13,12/31/16,22693,1264893,188423
,,6927373,C,P417000,"W911NF-13-D-0001, T.O. 8",Olsen /Bradley D.,02/20/13,12/31/16,-8651,457854,-5967
,,6927374,C,P417000,"W911NF-13-D-0001, T.O. 8",Olsen /Bradley D.,02/20/13,06/30/15,0,100000,0
,,6927375,C,P417000,"W911NF-13-D-0001, T.O. 8",Rutledge /Gregory C,02/20/13,12/31/16,74436,328633,-202
,,6927376,C,P417000,"W911NF-13-D-0001, T.O. 8",Hatton /Trevor Alan,02/20/13,06/30/16,-50792,574652,43
,,6927377,C,P417000,"W911NF-13-D-0001, T.O. 8",Soljacic /Marin,03/14/13,03/17/14,0,47500,0
,,6927378,C,P417000,"W911NF-13-D-0001, T.O. 8",Radovitzky /Raul A,06/01/13,06/30/14,0,91359,0
,,6927379,C,P417000,"W911NF-13-D-0001, T.O. 8",Buehler /Markus J,06/01/13,12/31/14,0,15000,24
,,6927380,C,P417000,"W911NF-13-D-0001, T.O. 8",Elman /Noel M,06/01/13,05/31/15,0,173829,0
,,6927381,C,P417000,"W911NF-13-D-0001, T.O. 8",Olsen /Bradley D.,04/01/13,06/30/15,0,105835,0
,,6927382,C,P417000,"W911NF-13-D-0001, T.O. 8",Bawendi /Moungi G,06/01/13,06/30/14,0,100000,0
,,6927386,C,P417000,"W911NF-13-D-0001, T.O. 8",Rutledge /Gregory C,08/01/13,12/31/16,30592,149999,-488
,,6928139,C,P417000,"W911NF-13-D-0001, T.O. 9",Joannopoulos /John,06/26/13,06/25/15,0,11000,1430
,,6928140,C,P417000,"W911NF-13-D-0001, T.O. 9",Johnson /Steven G,06/26/13,06/25/15,0,37500,826
,,6928141,C,P417000,"W911NF-13-D-0001, T.O. 9",Soljacic /Marin,06/26/13,06/25/15,0,37500,-1
,,6928142,C,P417000,"W911NF-13-D-0001, T.O. 8",Bawendi /Moungi G,03/01/14,12/31/17,195345,400000,49157
,,6928143,C,P417000,"W911NF-13-D-0001, T.O. 9",Joannopoulos /John,05/01/14,12/31/15,0,904826,570
,,6928144,C,P417000,"W911NF-13-D-0001, T.O. 9",Johnson /Steven G,06/01/14,12/31/15,0,37500,2959
,,6928145,C,P417000,"W911NF-13-D-0001, T.O. 9",Soljacic /Marin,06/01/14,06/25/15,0,37500,35
,,6928150,C,P417000,"W911NF-13-D-0001, T.O. 3",Soljacic /Marin,02/08/13,12/31/15,0,31673,0
,,6928151,C,P417000,"W911NF-13-D-0001, T.O. 7",Soljacic /Marin,02/08/13,12/31/15,0,35801,0
,,6928152,C,P417000,"W911NF-13-D-0001, T.O. 7",Soljacic /Marin,03/01/13,12/31/15,0,20907,0
,,6928153,C,P417000,"W911NF-13-D-0001, T.O. 8",Cima /Michael J,01/01/14,09/30/15,0,17553,0
,,6928154,C,P417000,"W911NF-13-D-0001, T.O. 8",McKinley /Gareth H,05/01/14,12/29/15,0,220000,0
,,6928155,C,P417000,"W911NF-13-D-0001, T.O. 8",Radovitzky /Raul A,07/01/14,06/30/17,69315,300000,5951
,,6931286,C,P417000,"W911NF-13-D-0001, T.O. 3",Kong /Jing,01/01/15,12/31/17,110046,205000,54159
,,6931287,C,P417000,"W911NF-13-D-0001, T.O. 5",Schuh /Christopher A,01/01/15,12/31/15,0,69528,0
,,6931288,C,P417000,"W911NF-13-D-0001, T.O. 5",Anderson /Daniel Griffith,01/01/15,05/31/16,0,50151,0
,,6931289,C,P417000,"W911NF-13-D-0001, T.O. 5",Cima /Michael J,01/01/15,05/31/16,624,85601,0
,,6931944,C,P417000,"W911NF-13-D-0001, T.O. 9",Joannopoulos /John,05/01/15,12/31/17,414197,1211000,-16959
,,6932505,C,P417000,"W911NF-13-D-0001, T.O. 2",Joannopoulos /John,08/01/15,04/30/17,9672,31533,0
,,6932644,C,P417000,"W911NF-13-D-0001, T.O. 9",Palacios /Tomas,08/01/15,12/31/16,-2051,40000,0
,,6932645,C,P417000,"W911NF-13-D-0001, T.O. 9",Swager /Timothy M,08/01/15,12/31/16,3892,75000,286
,,6932646,C,P417000,"W911NF-13-D-0001, T.O. 9",Bawendi /Moungi G,08/01/15,12/31/16,24950,68000,"1,693"
,,6932647,C,P417000,"W911NF-13-D-0001, T.O. 9",Joannopoulos /John,08/01/15,12/31/16,4321,2000,-3998
,,6932861,C,P417000,"W911NF-13-D-0001, T.O. 8",Win /Moe Z,07/01/15,06/30/17,1942,100000,48061
,,6932862,C,P417000,"W911NF-13-D-0001, T.O. 8",Strano /Michael S.,07/01/15,06/30/16,21489,23825,-316
,,6933400,C,P417000,"W911NF-13-D-0001, T.O. 8",Radovitzky /Raul A,12/15/15,12/31/17,173184,395671,13772
,,6933401,C,P417000,"W911NF-13-D-0001, T.O. 3",Fink /Yoel,01/01/16,12/31/17,572978,480000,-294534
,,6933402,C,P417000,"W911NF-13-D-0001, T.O. 3",Soljacic /Marin,01/01/16,12/31/17,40349,100000,-19227
,,6933403,C,P417000,"W911NF-13-D-0001, T.O. 3",Johnson /Steven G,01/01/16,12/31/17,52119,100000,-39996
,,6933404,C,P417000,"W911NF-13-D-0001, T.O. 3",Joannopoulos /John,01/01/16,12/31/17,61347,100000,-46833
,,6933405,C,P417000,"W911NF-13-D-0001, T.O. 3",Celanovic /Ivan L.,01/01/16,12/31/17,83676,70000,-22426
,,6933600,C,P417000,"W911NF-13-D-0001, T.O. 3",Johnson /Steven G,01/01/16,12/31/17,69952,75000,5048
,,6933601,C,P417000,"W911NF-13-D-0001, T.O. 3",Joannopoulos /John,01/01/16,12/31/17,24747,25000,-8236
,,6933742,C,P417000,"W911NF-13-D-0001, T.O. 6",Strano /Michael S.,01/01/15,12/31/15,0,10887,0
,,6933743,C,P417000,"W911NF-13-D-0001, T.O. 6",Strano /Michael S.,01/01/15,12/31/15,0,8817,0
